Country,Year,Gender ratio,Education level,Percentage women
Panama,2010,1.06,Ratio of girls to boys in secondary education,8.5
Panama,2010,1.17,Ratio of girls to boys in upper secondary education,8.5
Panama,2015,0.98,Ratio of girls to boys in primary education,19.3
Panama,2015,1.05,Ratio of girls to boys in secondary education,19.3
Panama,2015,1.13,Ratio of girls to boys in upper secondary education,19.3
Panama,2020,1.0,Ratio of girls to boys in primary education,22.5
Panama,2020,1.03,Ratio of girls to boys in secondary education,22.5
Panama,2020,1.08,Ratio of girls to boys in upper secondary education,22.5
Papua New Guinea,2005,0.85,Ratio of girls to boys in primary education,0.9
Papua New Guinea,2018,0.93,Ratio of girls to boys in primary education,0.0
Papua New Guinea,2018,0.8,Ratio of girls to boys in secondary education,0.0
Papua New Guinea,2018,0.67,Ratio of girls to boys in upper secondary education,0.0
Paraguay,2005,0.98,Ratio of girls to boys in primary education,10.0
Paraguay,2005,1.04,Ratio of girls to boys in secondary education,10.0
Paraguay,2005,1.06,Ratio of girls to boys in upper secondary education,10.0
Paraguay,2010,0.97,Ratio of girls to boys in primary education,12.5
Paraguay,2010,1.06,Ratio of girls to boys in secondary education,12.5
Paraguay,2010,1.09,Ratio of girls to boys in upper secondary education,12.5
Paraguay,2020,0.98,Ratio of girls to boys in primary education,16.3
Paraguay,2020,1.07,Ratio of girls to boys in secondary education,16.3
Paraguay,2020,1.13,Ratio of girls to boys in upper secondary education,16.3
Peru,2005,1.0,Ratio of girls to boys in primary education,18.3
Peru,2005,0.99,Ratio of girls to boys in secondary education,18.3
Peru,2005,0.98,Ratio of girls to boys in upper secondary education,18.3
Peru,2010,1.0,Ratio of girls to boys in primary education,27.5
Peru,2010,1.03,Ratio of girls to boys in secondary education,27.5
Peru,2010,1.09,Ratio of girls to boys in upper secondary education,27.5
Peru,2015,1.0,Ratio of girls to boys in primary education,22.3
Peru,2015,1.0,Ratio of girls to boys in secondary education,22.3
Peru,2015,1.01,Ratio of girls to boys in upper secondary education,22.3
Peru,2018,0.97,Ratio of girls to boys in primary education,27.7
Peru,2018,0.95,Ratio of girls to boys in secondary education,27.7
Peru,2018,0.95,Ratio of girls to boys in upper secondary education,27.7
Peru,2019,0.96,Ratio of girls to boys in primary education,30.0
Peru,2019,0.94,Ratio of girls to boys in secondary education,30.0
Peru,2019,0.95,Ratio of girls to boys in upper secondary education,30.0
Peru,2020,0.96,Ratio of girls to boys in primary education,30.0
Peru,2020,0.93,Ratio of girls to boys in secondary education,30.0
Peru,2020,0.95,Ratio of girls to boys in upper secondary education,30.0
Philippines,2005,0.99,Ratio of girls to boys in primary education,15.3
Philippines,2005,1.12,Ratio of girls to boys in secondary education,15.3
Philippines,2005,1.22,Ratio of girls to boys in upper secondary education,15.3
Philippines,2015,0.97,Ratio of girls to boys in primary education,27.2
Philippines,2015,1.08,Ratio of girls to boys in secondary education,27.2
Philippines,2015,1.12,Ratio of girls to boys in upper secondary education,27.2
Philippines,2018,0.96,Ratio of girls to boys in primary education,29.5
Philippines,2018,1.11,Ratio of girls to boys in secondary education,29.5
Philippines,2018,1.2,Ratio of girls to boys in upper secondary education,29.5
Philippines,2019,0.97,Ratio of girls to boys in primary education,29.5
Philippines,2019,1.09,Ratio of girls to boys in secondary education,29.5
Philippines,2019,1.18,Ratio of girls to boys in upper secondary education,29.5
Philippines,2010,1.15,Ratio of girls to boys in upper secondary education,21.0
Poland,2005,0.99,Ratio of girls to boys in primary education,20.2
Poland,2005,0.99,Ratio of girls to boys in secondary education,20.2
Poland,2005,1.01,Ratio of girls to boys in upper secondary education,20.2
Poland,2010,0.99,Ratio of girls to boys in primary education,20.0
Poland,2010,0.99,Ratio of girls to boys in secondary education,20.0
Poland,2010,1.01,Ratio of girls to boys in upper secondary education,20.0
Poland,2018,0.99,Ratio of girls to boys in primary education,28.0
Poland,2018,0.97,Ratio of girls to boys in secondary education,28.0
Poland,2018,0.96,Ratio of girls to boys in upper secondary education,28.0
Poland,2019,0.99,Ratio of girls to boys in primary education,29.1
Poland,2019,0.97,Ratio of girls to boys in secondary education,29.1
Poland,2019,0.96,Ratio of girls to boys in upper secondary education,29.1
Poland,2015,0.96,Ratio of girls to boys in secondary education,24.1
Poland,2015,0.96,Ratio of girls to boys in upper secondary education,24.1
Portugal,2005,0.95,Ratio of girls to boys in primary education,19.1
Portugal,2005,1.1,Ratio of girls to boys in secondary education,19.1
Portugal,2005,1.19,Ratio of girls to boys in upper secondary education,19.1
Portugal,2010,0.97,Ratio of girls to boys in primary education,27.4
Portugal,2010,1.03,Ratio of girls to boys in secondary education,27.4
Portugal,2010,1.09,Ratio of girls to boys in upper secondary education,27.4
Portugal,2015,0.96,Ratio of girls to boys in primary education,31.3
Portugal,2015,0.97,Ratio of girls to boys in secondary education,31.3
Portugal,2015,0.98,Ratio of girls to boys in upper secondary education,31.3
Portugal,2018,0.97,Ratio of girls to boys in primary education,34.8
Portugal,2018,1.0,Ratio of girls to boys in secondary education,34.8
Portugal,2018,1.01,Ratio of girls to boys in upper secondary education,34.8
Portugal,2019,0.98,Ratio of girls to boys in primary education,35.7
Portugal,2019,1.0,Ratio of girls to boys in secondary education,35.7
Portugal,2019,1.03,Ratio of girls to boys in upper secondary education,35.7
Qatar,2010,1.03,Ratio of girls to boys in primary education,0.0
Qatar,2010,0.95,Ratio of girls to boys in secondary education,0.0
Qatar,2010,1.01,Ratio of girls to boys in upper secondary education,0.0
Qatar,2015,1.01,Ratio of girls to boys in primary education,0.0
Qatar,2018,1.01,Ratio of girls to boys in primary education,9.8
Qatar,2019,1.03,Ratio of girls to boys in primary education,9.8
Qatar,2020,1.03,Ratio of girls to boys in primary education,9.8
Republic of Korea,2005,0.99,Ratio of girls to boys in primary education,13.0
Republic of Korea,2005,1.02,Ratio of girls to boys in secondary education,13.0
Republic of Korea,2005,1.03,Ratio of girls to boys in upper secondary education,13.0
Republic of Korea,2010,1.0,Ratio of girls to boys in primary education,14.7
Republic of Korea,2010,0.99,Ratio of girls to boys in secondary education,14.7
Republic of Korea,2010,0.99,Ratio of girls to boys in upper secondary education,14.7
Republic of Korea,2015,1.0,Ratio of girls to boys in primary education,16.3
Republic of Korea,2015,0.99,Ratio of girls to boys in secondary education,16.3
Republic of Korea,2015,1.0,Ratio of girls to boys in upper secondary education,16.3
Republic of Korea,2018,1.0,Ratio of girls to boys in primary education,17.0
Republic of Korea,2018,0.99,Ratio of girls to boys in secondary education,17.0
Republic of Korea,2018,0.99,Ratio of girls to boys in upper secondary education,17.0
Republic of Korea,2019,1.0,Ratio of girls to boys in primary education,17.1
Republic of Korea,2019,0.99,Ratio of girls to boys in secondary education,17.1
Republic of Korea,2019,0.99,Ratio of girls to boys in upper secondary education,17.1
Republic of Moldova,2015,0.99,Ratio of girls to boys in primary education,20.8
Republic of Moldova,2015,1.01,Ratio of girls to boys in secondary education,20.8
Republic of Moldova,2015,1.04,Ratio of girls to boys in upper secondary education,20.8
Republic of Moldova,2018,0.98,Ratio of girls to boys in primary education,22.8
Republic of Moldova,2018,0.99,Ratio of girls to boys in secondary education,22.8
Republic of Moldova,2018,1.0,Ratio of girls to boys in upper secondary education,22.8
Republic of Moldova,2019,0.95,Ratio of girls to boys in primary education,22.8
Republic of Moldova,2019,0.99,Ratio of girls to boys in secondary education,22.8
Republic of Moldova,2019,1.0,Ratio of girls to boys in upper secondary education,22.8
Republic of Moldova,2020,0.98,Ratio of girls to boys in primary education,24.8
Republic of Moldova,2020,0.99,Ratio of girls to boys in secondary education,24.8
Republic of Moldova,2020,1.03,Ratio of girls to boys in upper secondary education,24.8
Romania,2005,0.99,Ratio of girls to boys in primary education,11.4
Romania,2005,1.02,Ratio of girls to boys in secondary education,11.4
Romania,2005,1.05,Ratio of girls to boys in upper secondary education,11.4
Romania,2010,0.98,Ratio of girls to boys in primary education,11.4
Romania,2010,0.99,Ratio of girls to boys in secondary education,11.4
Romania,2010,0.99,Ratio of girls to boys in upper secondary education,11.4
Romania,2015,0.99,Ratio of girls to boys in primary education,13.7
Romania,2015,1.0,Ratio of girls to boys in secondary education,13.7
Romania,2015,1.02,Ratio of girls to boys in upper secondary education,13.7
Romania,2018,0.99,Ratio of girls to boys in primary education,20.7
Romania,2018,1.0,Ratio of girls to boys in secondary education,20.7
Romania,2018,1.03,Ratio of girls to boys in upper secondary education,20.7
Romania,2019,0.99,Ratio of girls to boys in primary education,20.7
Romania,2019,1.0,Ratio of girls to boys in secondary education,20.7
Romania,2019,1.03,Ratio of girls to boys in upper secondary education,20.7
Russian Federation,2005,1.0,Ratio of girls to boys in primary education,9.8
Russian Federation,2005,0.99,Ratio of girls to boys in secondary education,9.8
Russian Federation,2005,0.96,Ratio of girls to boys in upper secondary education,9.8
Russian Federation,2015,1.01,Ratio of girls to boys in primary education,13.6
Russian Federation,2015,0.98,Ratio of girls to boys in secondary education,13.6
Russian Federation,2015,0.9,Ratio of girls to boys in upper secondary education,13.6
Russian Federation,2018,0.99,Ratio of girls to boys in primary education,15.8
Russian Federation,2018,0.97,Ratio of girls to boys in secondary education,15.8
Russian Federation,2018,0.92,Ratio of girls to boys in upper secondary education,15.8
Russian Federation,2019,0.99,Ratio of girls to boys in primary education,15.8
Russian Federation,2019,0.97,Ratio of girls to boys in secondary education,15.8
Russian Federation,2019,0.93,Ratio of girls to boys in upper secondary education,15.8
Rwanda,2005,1.01,Ratio of girls to boys in primary education,48.8
Rwanda,2005,0.89,Ratio of girls to boys in secondary education,48.8
Rwanda,2005,0.92,Ratio of girls to boys in upper secondary education,48.8
Rwanda,2010,1.03,Ratio of girls to boys in primary education,56.3
Rwanda,2010,1.0,Ratio of girls to boys in secondary education,56.3
Rwanda,2010,0.89,Ratio of girls to boys in upper secondary education,56.3
Rwanda,2015,1.01,Ratio of girls to boys in primary education,63.8
Rwanda,2015,1.09,Ratio of girls to boys in secondary education,63.8
Rwanda,2015,1.01,Ratio of girls to boys in upper secondary education,63.8
Rwanda,2018,0.99,Ratio of girls to boys in primary education,61.3
Rwanda,2018,1.12,Ratio of girls to boys in secondary education,61.3
Rwanda,2018,1.06,Ratio of girls to boys in upper secondary education,61.3
Rwanda,2019,0.98,Ratio of girls to boys in primary education,61.3
Rwanda,2019,1.13,Ratio of girls to boys in secondary education,61.3
Rwanda,2019,1.05,Ratio of girls to boys in upper secondary education,61.3
Saint Kitts and Nevis,2005,0.99,Ratio of girls to boys in primary education,0.0
Saint Kitts and Nevis,2005,1.11,Ratio of girls to boys in secondary education,0.0
Saint Kitts and Nevis,2005,1.35,Ratio of girls to boys in upper secondary education,0.0
Saint Kitts and Nevis,2010,0.95,Ratio of girls to boys in primary education,6.7
Saint Kitts and Nevis,2010,0.98,Ratio of girls to boys in secondary education,6.7
Saint Kitts and Nevis,2010,1.08,Ratio of girls to boys in upper secondary education,6.7
Saint Kitts and Nevis,2015,0.99,Ratio of girls to boys in primary education,6.7
Saint Kitts and Nevis,2015,0.99,Ratio of girls to boys in secondary education,6.7
Saint Kitts and Nevis,2015,1.0,Ratio of girls to boys in upper secondary education,6.7
Saint Lucia,2005,0.96,Ratio of girls to boys in primary education,11.1
Saint Lucia,2005,1.18,Ratio of girls to boys in secondary education,11.1
Saint Lucia,2005,1.2,Ratio of girls to boys in upper secondary education,11.1
Saint Lucia,2015,0.97,Ratio of girls to boys in primary education,16.7
Saint Lucia,2015,0.99,Ratio of girls to boys in secondary education,16.7
Saint Lucia,2015,1.02,Ratio of girls to boys in upper secondary education,16.7
Saint Lucia,2018,1.01,Ratio of girls to boys in primary education,16.7
Saint Lucia,2018,1.0,Ratio of girls to boys in secondary education,16.7
Saint Lucia,2018,1.03,Ratio of girls to boys in upper secondary education,16.7
Saint Lucia,2019,1.02,Ratio of girls to boys in primary education,16.7
Saint Lucia,2019,0.97,Ratio of girls to boys in secondary education,16.7
Saint Lucia,2019,0.99,Ratio of girls to boys in upper secondary education,16.7
Saint Lucia,2020,1.03,Ratio of girls to boys in primary education,16.7
Saint Lucia,2020,0.98,Ratio of girls to boys in secondary education,16.7
Saint Lucia,2020,0.94,Ratio of girls to boys in upper secondary education,16.7
Saint Lucia,2010,0.99,Ratio of girls to boys in secondary education,11.1
Saint Lucia,2010,1.05,Ratio of girls to boys in upper secondary education,11.1
Saint Vincent & Grenadines,2005,0.9,Ratio of girls to boys in primary education,22.7
Saint Vincent & Grenadines,2005,1.25,Ratio of girls to boys in secondary education,22.7
Saint Vincent & Grenadines,2005,1.47,Ratio of girls to boys in upper secondary education,22.7
Saint Vincent & Grenadines,2010,0.95,Ratio of girls to boys in primary education,21.7
Saint Vincent & Grenadines,2010,1.05,Ratio of girls to boys in secondary education,21.7
Saint Vincent & Grenadines,2010,1.26,Ratio of girls to boys in upper secondary education,21.7
Saint Vincent & Grenadines,2015,0.99,Ratio of girls to boys in primary education,13.0
Saint Vincent & Grenadines,2015,1.01,Ratio of girls to boys in secondary education,13.0
Saint Vincent & Grenadines,2015,1.16,Ratio of girls to boys in upper secondary education,13.0
Saint Vincent & Grenadines,2018,0.99,Ratio of girls to boys in primary education,13.0
Saint Vincent & Grenadines,2018,1.03,Ratio of girls to boys in secondary education,13.0
Saint Vincent & Grenadines,2018,1.21,Ratio of girls to boys in upper secondary education,13.0
Samoa,2005,1.01,Ratio of girls to boys in primary education,6.1
Samoa,2005,1.13,Ratio of girls to boys in secondary education,6.1
Samoa,2005,1.18,Ratio of girls to boys in upper secondary education,6.1
Samoa,2010,0.99,Ratio of girls to boys in primary education,8.2
Samoa,2010,1.14,Ratio of girls to boys in secondary education,8.2
Samoa,2010,1.24,Ratio of girls to boys in upper secondary education,8.2
Samoa,2015,1.0,Ratio of girls to boys in primary education,6.1
Samoa,2015,1.11,Ratio of girls to boys in secondary education,6.1
Samoa,2015,1.2,Ratio of girls to boys in upper secondary education,6.1
Samoa,2018,1.0,Ratio of girls to boys in primary education,10.0
Samoa,2019,1.01,Ratio of girls to boys in primary education,10.0
Samoa,2020,0.99,Ratio of girls to boys in primary education,10.0
San Marino,2018,1.05,Ratio of girls to boys in primary education,26.7
San Marino,2018,0.9,Ratio of girls to boys in secondary education,26.7
San Marino,2018,0.86,Ratio of girls to boys in upper secondary education,26.7
San Marino,2019,1.08,Ratio of girls to boys in primary education,25.0
San Marino,2019,0.94,Ratio of girls to boys in secondary education,25.0
San Marino,2019,0.96,Ratio of girls to boys in upper secondary education,25.0
San Marino,2020,0.98,Ratio of girls to boys in primary education,31.7
San Marino,2020,0.96,Ratio of girls to boys in secondary education,31.7
San Marino,2020,0.81,Ratio of girls to boys in upper secondary education,31.7
Sao Tome and Principe,2005,0.96,Ratio of girls to boys in primary education,9.1
Sao Tome and Principe,2005,1.06,Ratio of girls to boys in secondary education,9.1
Sao Tome and Principe,2005,0.96,Ratio of girls to boys in upper secondary education,9.1
Sao Tome and Principe,2010,0.99,Ratio of girls to boys in primary education,7.3
Sao Tome and Principe,2010,1.02,Ratio of girls to boys in secondary education,7.3
Sao Tome and Principe,2010,0.78,Ratio of girls to boys in upper secondary education,7.3
Sao Tome and Principe,2015,0.96,Ratio of girls to boys in primary education,18.2
Sao Tome and Principe,2015,1.11,Ratio of girls to boys in secondary education,18.2
Sao Tome and Principe,2015,1.14,Ratio of girls to boys in upper secondary education,18.2
Saudi Arabia,2005,0.98,Ratio of girls to boys in primary education,0.0
Saudi Arabia,2005,0.94,Ratio of girls to boys in secondary education,0.0
Saudi Arabia,2005,0.91,Ratio of girls to boys in upper secondary education,0.0
Saudi Arabia,2010,0.99,Ratio of girls to boys in primary education,0.0
Saudi Arabia,2015,1.03,Ratio of girls to boys in primary education,19.9
Saudi Arabia,2015,0.98,Ratio of girls to boys in secondary education,19.9
Saudi Arabia,2015,0.95,Ratio of girls to boys in upper secondary education,19.9
Saudi Arabia,2018,1.01,Ratio of girls to boys in primary education,19.9
Saudi Arabia,2018,0.94,Ratio of girls to boys in secondary education,19.9
Saudi Arabia,2018,0.92,Ratio of girls to boys in upper secondary education,19.9
Saudi Arabia,2019,1.02,Ratio of girls to boys in primary education,19.9
Saudi Arabia,2019,0.91,Ratio of girls to boys in secondary education,19.9
Saudi Arabia,2019,0.84,Ratio of girls to boys in upper secondary education,19.9
Saudi Arabia,2020,1.02,Ratio of girls to boys in primary education,19.9
Saudi Arabia,2020,0.93,Ratio of girls to boys in secondary education,19.9
Saudi Arabia,2020,0.87,Ratio of girls to boys in upper secondary education,19.9
Senegal,2005,0.96,Ratio of girls to boys in primary education,19.2
Senegal,2005,0.75,Ratio of girls to boys in secondary education,19.2
Senegal,2005,0.66,Ratio of girls to boys in upper secondary education,19.2
Senegal,2010,1.06,Ratio of girls to boys in primary education,22.7
Senegal,2010,0.87,Ratio of girls to boys in secondary education,22.7
Senegal,2015,1.12,Ratio of girls to boys in primary education,42.7
Senegal,2019,1.14,Ratio of girls to boys in primary education,41.8
Senegal,2019,1.13,Ratio of girls to boys in secondary education,41.8
Senegal,2019,1.04,Ratio of girls to boys in upper secondary education,41.8
Senegal,2020,1.15,Ratio of girls to boys in primary education,43.0
Senegal,2020,1.16,Ratio of girls to boys in secondary education,43.0
Senegal,2020,1.07,Ratio of girls to boys in upper secondary education,43.0
Serbia,2010,1.0,Ratio of girls to boys in primary education,21.6
Serbia,2010,1.02,Ratio of girls to boys in secondary education,21.6
Serbia,2010,1.05,Ratio of girls to boys in upper secondary education,21.6
Serbia,2015,1.0,Ratio of girls to boys in primary education,34.0
Serbia,2015,1.01,Ratio of girls to boys in secondary education,34.0
Serbia,2015,1.04,Ratio of girls to boys in upper secondary education,34.0
Serbia,2018,1.0,Ratio of girls to boys in primary education,34.4
Serbia,2018,1.01,Ratio of girls to boys in secondary education,34.4
Serbia,2018,1.03,Ratio of girls to boys in upper secondary education,34.4
Serbia,2019,1.0,Ratio of girls to boys in primary education,37.7
Serbia,2019,1.01,Ratio of girls to boys in secondary education,37.7
Serbia,2019,1.03,Ratio of girls to boys in upper secondary education,37.7
Serbia,2020,1.0,Ratio of girls to boys in primary education,37.7
Serbia,2020,1.01,Ratio of girls to boys in secondary education,37.7
Serbia,2020,1.03,Ratio of girls to boys in upper secondary education,37.7
Seychelles,2005,0.98,Ratio of girls to boys in primary education,29.4
Seychelles,2005,1.07,Ratio of girls to boys in secondary education,29.4
Seychelles,2005,1.16,Ratio of girls to boys in upper secondary education,29.4
Seychelles,2010,1.03,Ratio of girls to boys in primary education,23.5
Seychelles,2010,1.06,Ratio of girls to boys in secondary education,23.5
Seychelles,2010,1.18,Ratio of girls to boys in upper secondary education,23.5
Seychelles,2015,1.03,Ratio of girls to boys in primary education,43.8
Seychelles,2015,1.07,Ratio of girls to boys in secondary education,43.8
Seychelles,2015,1.13,Ratio of girls to boys in upper secondary education,43.8
Seychelles,2018,1.06,Ratio of girls to boys in primary education,21.2
Seychelles,2018,1.07,Ratio of girls to boys in secondary education,21.2
Seychelles,2018,1.15,Ratio of girls to boys in upper secondary education,21.2
Seychelles,2019,1.05,Ratio of girls to boys in primary education,21.2
Seychelles,2019,1.06,Ratio of girls to boys in secondary education,21.2
Seychelles,2019,1.15,Ratio of girls to boys in upper secondary education,21.2
Seychelles,2020,1.04,Ratio of girls to boys in primary education,21.2
Seychelles,2020,1.09,Ratio of girls to boys in secondary education,21.2
Seychelles,2020,1.16,Ratio of girls to boys in upper secondary education,21.2
Sierra Leone,2015,1.01,Ratio of girls to boys in primary education,12.4
Sierra Leone,2015,0.88,Ratio of girls to boys in secondary education,12.4
Sierra Leone,2015,0.78,Ratio of girls to boys in upper secondary education,12.4
Sierra Leone,2018,1.03,Ratio of girls to boys in primary education,12.4
Sierra Leone,2019,1.03,Ratio of girls to boys in primary education,12.3
Sierra Leone,2020,1.03,Ratio of girls to boys in primary education,12.3
Singapore,2018,1.0,Ratio of girls to boys in primary education,23.0
Singapore,2018,0.99,Ratio of girls to boys in secondary education,23.0
Singapore,2018,0.99,Ratio of girls to boys in upper secondary education,23.0
Singapore,2019,1.0,Ratio of girls to boys in primary education,23.0
Singapore,2019,0.99,Ratio of girls to boys in secondary education,23.0
Singapore,2019,0.98,Ratio of girls to boys in upper secondary education,23.0
Slovakia,2005,0.99,Ratio of girls to boys in primary education,16.7
Slovakia,2005,1.01,Ratio of girls to boys in secondary education,16.7
Slovakia,2005,1.03,Ratio of girls to boys in upper secondary education,16.7
Slovakia,2010,0.99,Ratio of girls to boys in primary education,18.0
Slovakia,2010,1.01,Ratio of girls to boys in secondary education,18.0
Slovakia,2010,1.04,Ratio of girls to boys in upper secondary education,18.0
Slovakia,2015,0.99,Ratio of girls to boys in primary education,18.7
Slovakia,2015,1.01,Ratio of girls to boys in secondary education,18.7
Slovakia,2015,1.04,Ratio of girls to boys in upper secondary education,18.7
Slovakia,2018,1.0,Ratio of girls to boys in primary education,20.0
Slovakia,2018,1.01,Ratio of girls to boys in secondary education,20.0
Slovakia,2018,1.04,Ratio of girls to boys in upper secondary education,20.0
Slovakia,2019,1.0,Ratio of girls to boys in primary education,20.0
Slovakia,2019,1.01,Ratio of girls to boys in secondary education,20.0
Slovakia,2019,1.04,Ratio of girls to boys in upper secondary education,20.0
Slovenia,2005,0.99,Ratio of girls to boys in primary education,12.2
Slovenia,2005,1.0,Ratio of girls to boys in secondary education,12.2
Slovenia,2005,1.0,Ratio of girls to boys in upper secondary education,12.2
Slovenia,2010,1.0,Ratio of girls to boys in primary education,14.4
Slovenia,2010,0.99,Ratio of girls to boys in secondary education,14.4
Slovenia,2010,0.99,Ratio of girls to boys in upper secondary education,14.4
Slovenia,2015,1.01,Ratio of girls to boys in primary education,36.7
Slovenia,2015,1.01,Ratio of girls to boys in secondary education,36.7
Slovenia,2015,1.02,Ratio of girls to boys in upper secondary education,36.7
Slovenia,2018,1.0,Ratio of girls to boys in primary education,36.7
Slovenia,2018,1.02,Ratio of girls to boys in secondary education,36.7
Slovenia,2018,1.04,Ratio of girls to boys in upper secondary education,36.7
Slovenia,2019,1.0,Ratio of girls to boys in primary education,24.4
Slovenia,2019,1.02,Ratio of girls to boys in secondary education,24.4
Slovenia,2019,1.03,Ratio of girls to boys in upper secondary education,24.4
Solomon Islands,2005,0.95,Ratio of girls to boys in primary education,0.0
Solomon Islands,2005,0.83,Ratio of girls to boys in secondary education,0.0
Solomon Islands,2005,0.72,Ratio of girls to boys in upper secondary education,0.0
Solomon Islands,2010,0.98,Ratio of girls to boys in primary education,0.0
Solomon Islands,2010,0.86,Ratio of girls to boys in secondary education,0.0
Solomon Islands,2010,0.72,Ratio of girls to boys in upper secondary education,0.0
Solomon Islands,2015,0.99,Ratio of girls to boys in primary education,2.0
Solomon Islands,2018,1.0,Ratio of girls to boys in primary education,2.0
Solomon Islands,2019,0.99,Ratio of girls to boys in primary education,2.0
South Africa,2005,0.97,Ratio of girls to boys in primary education,32.8
South Africa,2005,1.07,Ratio of girls to boys in secondary education,32.8
South Africa,2005,1.1,Ratio of girls to boys in upper secondary education,32.8
South Africa,2010,0.96,Ratio of girls to boys in primary education,44.5
South Africa,2010,1.06,Ratio of girls to boys in secondary education,44.5
South Africa,2010,1.1,Ratio of girls to boys in upper secondary education,44.5
South Africa,2015,0.93,Ratio of girls to boys in primary education,41.5
South Africa,2015,0.99,Ratio of girls to boys in secondary education,41.5
South Africa,2015,0.97,Ratio of girls to boys in upper secondary education,41.5
South Africa,2018,0.96,Ratio of girls to boys in primary education,42.4
South Africa,2018,1.07,Ratio of girls to boys in secondary education,42.4
South Africa,2018,1.09,Ratio of girls to boys in upper secondary education,42.4
South Africa,2019,0.97,Ratio of girls to boys in primary education,42.7
South Africa,2019,1.06,Ratio of girls to boys in secondary education,42.7
South Africa,2019,1.1,Ratio of girls to boys in upper secondary education,42.7
South Sudan,2015,0.71,Ratio of girls to boys in primary education,26.5
South Sudan,2015,0.54,Ratio of girls to boys in secondary education,26.5
South Sudan,2015,0.45,Ratio of girls to boys in upper secondary education,26.5
Spain,2005,0.99,Ratio of girls to boys in primary education,36.0
Spain,2005,1.07,Ratio of girls to boys in secondary education,36.0
Spain,2005,1.18,Ratio of girls to boys in upper secondary education,36.0
Spain,2010,0.99,Ratio of girls to boys in primary education,36.6
Spain,2010,1.03,Ratio of girls to boys in secondary education,36.6
Spain,2010,1.09,Ratio of girls to boys in upper secondary education,36.6
Spain,2015,1.02,Ratio of girls to boys in primary education,41.1
Spain,2015,0.99,Ratio of girls to boys in secondary education,41.1
Spain,2015,1.03,Ratio of girls to boys in upper secondary education,41.1
Spain,2018,1.01,Ratio of girls to boys in primary education,39.1
Spain,2018,1.02,Ratio of girls to boys in secondary education,39.1
Spain,2018,1.05,Ratio of girls to boys in upper secondary education,39.1
Spain,2019,1.01,Ratio of girls to boys in primary education,41.1
Spain,2019,1.03,Ratio of girls to boys in secondary education,41.1
Spain,2019,1.07,Ratio of girls to boys in upper secondary education,41.1
Sri Lanka,2005,0.99,Ratio of girls to boys in primary education,4.9
Sri Lanka,2010,0.98,Ratio of girls to boys in primary education,5.8
Sri Lanka,2010,1.01,Ratio of girls to boys in secondary education,5.8
Sri Lanka,2010,1.07,Ratio of girls to boys in upper secondary education,5.8
Sri Lanka,2015,0.98,Ratio of girls to boys in primary education,5.8
Sri Lanka,2018,0.99,Ratio of girls to boys in primary education,5.8
Sri Lanka,2018,1.05,Ratio of girls to boys in secondary education,5.8
Sri Lanka,2018,1.11,Ratio of girls to boys in upper secondary education,5.8
Sri Lanka,2019,1.0,Ratio of girls to boys in primary education,5.3
Sudan,2015,0.91,Ratio of girls to boys in primary education,24.3
Sudan,2015,0.98,Ratio of girls to boys in secondary education,24.3
Sudan,2015,1.06,Ratio of girls to boys in upper secondary education,24.3
Sudan,2018,0.93,Ratio of girls to boys in primary education,30.5
Sudan,2018,1.02,Ratio of girls to boys in secondary education,30.5
Sudan,2018,1.08,Ratio of girls to boys in upper secondary education,30.5
Suriname,2005,0.98,Ratio of girls to boys in primary education,19.6
Suriname,2005,1.34,Ratio of girls to boys in secondary education,19.6
Suriname,2005,1.75,Ratio of girls to boys in upper secondary education,19.6
Suriname,2010,1.0,Ratio of girls to boys in primary education,25.5
Suriname,2010,1.29,Ratio of girls to boys in secondary education,25.5
Suriname,2010,1.79,Ratio of girls to boys in upper secondary education,25.5
Suriname,2015,1.01,Ratio of girls to boys in primary education,11.8
Suriname,2015,1.32,Ratio of girls to boys in secondary education,11.8
Suriname,2015,1.82,Ratio of girls to boys in upper secondary education,11.8
Suriname,2018,1.0,Ratio of girls to boys in primary education,25.5
Suriname,2019,1.0,Ratio of girls to boys in primary education,29.4
Sweden,2005,1.0,Ratio of girls to boys in primary education,45.3
Sweden,2005,1.0,Ratio of girls to boys in secondary education,45.3
Sweden,2005,1.0,Ratio of girls to boys in upper secondary education,45.3
Sweden,2010,0.99,Ratio of girls to boys in primary education,46.4
Sweden,2010,0.99,Ratio of girls to boys in secondary education,46.4
Sweden,2010,0.99,Ratio of girls to boys in upper secondary education,46.4
Sweden,2015,1.04,Ratio of girls to boys in primary education,43.6
Sweden,2015,1.14,Ratio of girls to boys in secondary education,43.6
Sweden,2015,1.2,Ratio of girls to boys in upper secondary education,43.6
Sweden,2018,1.02,Ratio of girls to boys in primary education,43.6
Sweden,2018,1.07,Ratio of girls to boys in secondary education,43.6
Sweden,2018,1.11,Ratio of girls to boys in upper secondary education,43.6
Sweden,2019,1.04,Ratio of girls to boys in primary education,47.3
Sweden,2019,1.07,Ratio of girls to boys in secondary education,47.3
Sweden,2019,1.1,Ratio of girls to boys in upper secondary education,47.3
Switzerland,2005,1.0,Ratio of girls to boys in primary education,25.0
Switzerland,2005,0.94,Ratio of girls to boys in secondary education,25.0
Switzerland,2005,0.86,Ratio of girls to boys in upper secondary education,25.0
Switzerland,2010,1.0,Ratio of girls to boys in primary education,29.0
