name,target type,desc,component id
Methionine aminopeptidase 1,SINGLE PROTEIN,815,815
Carboxypeptidase B2 isoform A,SINGLE PROTEIN,1741,1741
Adenosylhomocysteinase ,SINGLE PROTEIN,731,731
Glutathione S-transferase Ya-1,SINGLE PROTEIN,732,732
11-beta-hydroxysteroid dehydrogenase 1,SINGLE PROTEIN,733,733
Prostanoid EP3 receptor,SINGLE PROTEIN,2026,2026
Acetyl-CoA carboxylase 1,SINGLE PROTEIN,1673,1673
Lysosomal Pro-X carboxypeptidase,SINGLE PROTEIN,676,676
Dual specificity phosphatase Cdc25A,SINGLE PROTEIN,2093,2093
Polyamine oxidase,SINGLE PROTEIN,447,447
"AMP-activated protein kinase, gamma-1 subunit",SINGLE PROTEIN,735,735
MHC class II,SINGLE PROTEIN,438,438
Cytidine deaminase,SINGLE PROTEIN,452,452
Somatostatin receptor 5,SINGLE PROTEIN,1069,1069
Purine-nucleoside phosphorylase,SINGLE PROTEIN,737,737
Matrix metalloproteinase 13,SINGLE PROTEIN,3257,3257
Neuropeptide Y receptor type 1,SINGLE PROTEIN,922,922
Phospholipase A2 group IIC,SINGLE PROTEIN,439,439
Cellular retinoic acid-binding protein I,SINGLE PROTEIN,3258,3258
Melatonin receptor 1B,SINGLE PROTEIN,2782,2782
Enoyl-[acyl-carrier-protein] reductase,SINGLE PROTEIN,5241,5241
Dihydrofolate reductase,SINGLE PROTEIN,705,705
Mucosal addressin cell adhesion molecule-1 ,SINGLE PROTEIN,2783,2783
Histamine H4 receptor,SINGLE PROTEIN,2784,2784
Renal sodium-dependent phosphate transport protein 1,SINGLE PROTEIN,1720,1720
Alpha-2b adrenergic receptor,SINGLE PROTEIN,1677,1677
Casein kinase I delta,SINGLE PROTEIN,1157,1157
"Alcohol dehydrogenase, iron containing 1",SINGLE PROTEIN,3260,3260
Dual specificity mitogen-activated protein kinase kinase 5,SINGLE PROTEIN,3261,3261
Glutathione S-transferase A1 ,SINGLE PROTEIN,1731,1731
Prostate specific antigen,SINGLE PROTEIN,441,441
Glutathione S-transferase zeta 1,SINGLE PROTEIN,3262,3262
Glutathione S-transferase Mu 4 ,SINGLE PROTEIN,442,442
Cathepsin B ,SINGLE PROTEIN,2391,2391
Cytochrome P450 2D1,SINGLE PROTEIN,816,816
Granzyme A,SINGLE PROTEIN,443,443
Small conductance calcium-activated potassium channel protein 2,SINGLE PROTEIN,2785,2785
CaM kinase II beta,SINGLE PROTEIN,2439,2439
Voltage-gated potassium channel subunit Kv7.2,SINGLE PROTEIN,817,817
Hepatitis C virus NS4A protein,SINGLE PROTEIN,706,706
Signal peptidase I,SINGLE PROTEIN,2786,2786
Bradykinin B2 receptor,SINGLE PROTEIN,841,841
Thrombin,SINGLE PROTEIN,2787,2787
Prostaglandin E synthase,SINGLE PROTEIN,842,842
Trypsin II,SINGLE PROTEIN,2788,2788
P2X purinoceptor 4,SINGLE PROTEIN,446,446
NADH-ubiquinone oxidoreductase subunit B14.7,SINGLE PROTEIN,843,843
Glutathione S-transferase Mu 2,SINGLE PROTEIN,844,844
P2X purinoceptor 7,SINGLE PROTEIN,3123,3123
Ryanodine receptor 3,SINGLE PROTEIN,707,707
Protein phosphatase 2C beta,SINGLE PROTEIN,1175,1175
Protein phosphatase 2A regulatory subunit B',SINGLE PROTEIN,845,845
Thyrotropin-releasing hormone receptor 2,SINGLE PROTEIN,2195,2195
PI3-kinase p85-alpha subunit,SINGLE PROTEIN,846,846
"Glutamate receptor ionotropic, AMPA 3",SINGLE PROTEIN,1914,1914
Fructose-bisphosphate aldolase A,SINGLE PROTEIN,448,448
Tyrosine-protein kinase SRC,SINGLE PROTEIN,345,345
Papain,SINGLE PROTEIN,3096,3096
Acetylcholinesterase,SINGLE PROTEIN,3097,3097
Angiotensin-converting enzyme,SINGLE PROTEIN,2393,2393
Muscarinic acetylcholine receptor M2,SINGLE PROTEIN,3098,3098
Beta-lactamase,SINGLE PROTEIN,3099,3099
Neprilysin,SINGLE PROTEIN,2085,2085
Peptide N-myristoyltransferase 1,SINGLE PROTEIN,1869,1869
Trypsin I,SINGLE PROTEIN,2086,2086
Trypsin,SINGLE PROTEIN,708,708
Trypanothione reductase,SINGLE PROTEIN,3435,3435
Peptide deformylase,SINGLE PROTEIN,709,709
Human herpes virus 5 capsid protein P40,SINGLE PROTEIN,2088,2088
Moloney murine leukaemia virus Pol protein,SINGLE PROTEIN,1883,1883
Cruzipain,SINGLE PROTEIN,1884,1884
Dopamine D1 receptor,SINGLE PROTEIN,710,710
Taq polymerase 1,SINGLE PROTEIN,1885,1885
Dihydrofolate reductase,SINGLE PROTEIN,2931,2931
Dihydrofolate reductase,SINGLE PROTEIN,2282,2282
Dihydrofolate reductase,SINGLE PROTEIN,766,766
Dihydrofolate reductase,SINGLE PROTEIN,1232,1232
Dihydrofolate reductase,SINGLE PROTEIN,1886,1886
Dihydrofolate reductase,SINGLE PROTEIN,244,244
Ecdysone receptor,SINGLE PROTEIN,1735,1735
Ecdysone receptor,SINGLE PROTEIN,2186,2186
rRNA adenine N-6-methyltransferase,SINGLE PROTEIN,1090,1090
Ribonucleoside-diphosphate reductase large chain,SINGLE PROTEIN,2157,2157
Cholecystokinin A receptor,SINGLE PROTEIN,1128,1128
Squalene-hopene cyclase ,SINGLE PROTEIN,1889,1889
Imidazoleglycerol-phosphate dehydratase,SINGLE PROTEIN,1548,1548
Prolyl-tRNA synthetase,SINGLE PROTEIN,2953,2953
Cholecystokinin A receptor,SINGLE PROTEIN,216,216
C-X-C chemokine receptor type 4,SINGLE PROTEIN,449,449
Cyclin T1,SINGLE PROTEIN,450,450
Neuropeptide Y receptor type 1,SINGLE PROTEIN,3094,3094
Caspase-4,SINGLE PROTEIN,567,567
T-cell surface antigen CD4,SINGLE PROTEIN,3993,3993
Neuropeptide Y receptor type 2,SINGLE PROTEIN,2337,2337
Dual specificity mitogen-activated protein kinase kinase 3,SINGLE PROTEIN,451,451
Cyclin-dependent kinase 6,SINGLE PROTEIN,847,847
Palmitoyl-CoA oxidase,SINGLE PROTEIN,2949,2949
Neurotensin receptor 1,SINGLE PROTEIN,1890,1890
Neurotensin receptor 2,SINGLE PROTEIN,853,853
Neurotensin receptor 2,SINGLE PROTEIN,3412,3412
Calcium sensing receptor,SINGLE PROTEIN,855,855
NADH-ubiquinone oxidoreductase chain 2 ,SINGLE PROTEIN,454,454
Cathepsin F,SINGLE PROTEIN,856,856
Cathepsin G,SINGLE PROTEIN,2390,2390
Cathepsin K,SINGLE PROTEIN,1387,1387
Cathepsin K,SINGLE PROTEIN,1361,1361
Cathepsin L,SINGLE PROTEIN,455,455
Cathepsin L,SINGLE PROTEIN,2154,2154
Cannabinoid CB1 receptor,SINGLE PROTEIN,1364,1364
Cannabinoid CB1 receptor,SINGLE PROTEIN,1891,1891
Corticosteroid binding globulin,SINGLE PROTEIN,762,762
Carboxypeptidase A1,SINGLE PROTEIN,425,425
Carboxypeptidase M,SINGLE PROTEIN,1365,1365
CDC45-related protein,SINGLE PROTEIN,1367,1367
Voltage-gated N-type calcium channel alpha-1B subunit,SINGLE PROTEIN,2795,2795
Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,868,868
Voltage-gated L-type calcium channel alpha-1C subunit,SINGLE PROTEIN,2078,2078
Voltage-gated L-type calcium channel alpha-1D subunit,SINGLE PROTEIN,2450,2450
Cholesteryl ester transfer protein,SINGLE PROTEIN,1892,1892
G2/mitotic-specific cyclin B1,SINGLE PROTEIN,430,430
G2/mitotic-specific cyclin B1,SINGLE PROTEIN,22,22
G1/S-specific cyclin D1,SINGLE PROTEIN,34,34
Delta opioid receptor,SINGLE PROTEIN,1931,1931
Kappa opioid receptor,SINGLE PROTEIN,1932,1932
Mu opioid receptor,SINGLE PROTEIN,1368,1368
Mu opioid receptor,SINGLE PROTEIN,2192,2192
Nociceptin receptor,SINGLE PROTEIN,1938,1938
Serine/threonine-protein kinase Chk2,SINGLE PROTEIN,866,866
Butyrylcholinesterase,SINGLE PROTEIN,228,228
Butyrylcholinesterase,SINGLE PROTEIN,867,867
P2X purinoceptor 1,SINGLE PROTEIN,431,431
P2X purinoceptor 1,SINGLE PROTEIN,869,869
P2X purinoceptor 2,SINGLE PROTEIN,870,870
P2X purinoceptor 5,SINGLE PROTEIN,836,836
P2X purinoceptor 6,SINGLE PROTEIN,464,464
P2X purinoceptor 7,SINGLE PROTEIN,837,837
Pyrimidinergic receptor P2Y4,SINGLE PROTEIN,465,465
Leukotriene B4 receptor 1,SINGLE PROTEIN,2232,2232
Pyrimidinergic receptor P2Y4,SINGLE PROTEIN,466,466
Purinergic receptor P2Y1,SINGLE PROTEIN,2632,2632
Purinergic receptor P2Y1,SINGLE PROTEIN,838,838
C-C chemokine receptor type 1,SINGLE PROTEIN,753,753
C-C chemokine receptor type 3,SINGLE PROTEIN,1794,1794
Oxytocin receptor,SINGLE PROTEIN,2315,2315
PI3-kinase p110-alpha subunit,SINGLE PROTEIN,839,839
PI3-kinase p110-alpha subunit,SINGLE PROTEIN,5785,5785
Voltage-gated potassium channel subunit Kv1.2,SINGLE PROTEIN,423,423
Voltage-gated potassium channel subunit Kv1.3,SINGLE PROTEIN,2950,2950
Voltage-gated potassium channel subunit Kv1.3,SINGLE PROTEIN,3135,3135
Sodium channel protein type I alpha subunit,SINGLE PROTEIN,3220,3220
Sodium channel protein type II alpha subunit,SINGLE PROTEIN,1721,1721
Sodium channel protein type III alpha subunit,SINGLE PROTEIN,3278,3278
Oligopeptide transporter small intestine isoform,SINGLE PROTEIN,2922,2922
Protein phosphatase 2C alpha,SINGLE PROTEIN,778,778
Prostanoid FP receptor,SINGLE PROTEIN,3137,3137
Pepsinogen C,SINGLE PROTEIN,494,494
Eosinophil peroxidase,SINGLE PROTEIN,779,779
Myeloperoxidase,SINGLE PROTEIN,780,780
Myeloperoxidase,SINGLE PROTEIN,781,781
Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit,SINGLE PROTEIN,760,760
Protein farnesyltransferase beta subunit,SINGLE PROTEIN,985,985
Platelet-derived growth factor receptor beta,SINGLE PROTEIN,1084,1084
Cyclooxygenase-1,SINGLE PROTEIN,986,986
Serotonin 1a (5-HT1a) receptor,SINGLE PROTEIN,3093,3093
Serotonin 1b (5-HT1b) receptor,SINGLE PROTEIN,1780,1780
Serotonin 1d (5-HT1d) receptor,SINGLE PROTEIN,3743,3743
C-C chemokine receptor type 4,SINGLE PROTEIN,754,754
C-C chemokine receptor type 5,SINGLE PROTEIN,256,256
LDL-associated phospholipase A2,SINGLE PROTEIN,782,782
Cytosolic phospholipase A2,SINGLE PROTEIN,2135,2135
Phosphodiesterase 1B,SINGLE PROTEIN,2741,2741
Phospholipase A2 group IIA,SINGLE PROTEIN,1795,1795
Group IIE secretory phospholipase A2,SINGLE PROTEIN,496,496
Platelet activating factor receptor,SINGLE PROTEIN,2313,2313
Platelet activating factor receptor,SINGLE PROTEIN,2446,2446
Plasminogen activator inhibitor-1,SINGLE PROTEIN,1796,1796
Plasminogen activator inhibitor-1,SINGLE PROTEIN,497,497
Phosphodiesterase 1B,SINGLE PROTEIN,987,987
Phosphodiesterase 2A,SINGLE PROTEIN,1798,1798
Phosphodiesterase 2A,SINGLE PROTEIN,989,989
Phosphodiesterase 2A,SINGLE PROTEIN,2968,2968
Phosphodiesterase 4B,SINGLE PROTEIN,2177,2177
Phosphodiesterase 4B,SINGLE PROTEIN,1705,1705
Phosphodiesterase 4D,SINGLE PROTEIN,1048,1048
Phosphodiesterase 5A,SINGLE PROTEIN,1799,1799
Phosphodiesterase 6C,SINGLE PROTEIN,1800,1800
Phosphodiesterase 6D,SINGLE PROTEIN,2178,2178
Acetyl-CoA carboxylase 1,SINGLE PROTEIN,739,739
Acetyl-CoA carboxylase 2,SINGLE PROTEIN,3146,3146
3-phosphoinositide dependent protein kinase-1,SINGLE PROTEIN,873,873
Prostanoid EP1 receptor,SINGLE PROTEIN,522,522
Prostanoid EP2 receptor,SINGLE PROTEIN,829,829
Prostanoid EP4 receptor,SINGLE PROTEIN,830,830
Pepsin A,SINGLE PROTEIN,1050,1050
Serotonin 1e (5-HT1e) receptor,SINGLE PROTEIN,523,523
Serotonin 1f (5-HT1f) receptor,SINGLE PROTEIN,2964,2964
Serotonin 2a (5-HT2a) receptor,SINGLE PROTEIN,3673,3673
Serotonin 2a (5-HT2a) receptor,SINGLE PROTEIN,831,831
Serotonin 4 (5-HT4) receptor,SINGLE PROTEIN,524,524
Serotonin 4 (5-HT4) receptor,SINGLE PROTEIN,2634,2634
Serotonin 5a (5-HT5a) receptor,SINGLE PROTEIN,1748,1748
Serotonin 5a (5-HT5a) receptor,SINGLE PROTEIN,1916,1916
Serotonin 5a (5-HT5a) receptor,SINGLE PROTEIN,2973,2973
Serotonin 6 (5-HT6) receptor,SINGLE PROTEIN,1693,1693
Serotonin 6 (5-HT6) receptor,SINGLE PROTEIN,1694,1694
Serotonin 3a (5-HT3a) receptor,SINGLE PROTEIN,3284,3284
Neuronal acetylcholine receptor subunit alpha-6,SINGLE PROTEIN,3063,3063
Neuronal acetylcholine receptor protein alpha-7 subunit,SINGLE PROTEIN,833,833
Neuronal acetylcholine receptor protein alpha-9 subunit,SINGLE PROTEIN,525,525
Acetylcholine receptor protein epsilon chain ,SINGLE PROTEIN,825,825
Acetylcholine receptor protein epsilon chain ,SINGLE PROTEIN,3274,3274
Neuronal acetylcholine receptor protein beta-2 subunit,SINGLE PROTEIN,26,26
Muscarinic acetylcholine receptor M1,SINGLE PROTEIN,10,10
Muscarinic acetylcholine receptor M2,SINGLE PROTEIN,1520,1520
Muscarinic acetylcholine receptor M3,SINGLE PROTEIN,3411,3411
Alpha-1a adrenergic receptor,SINGLE PROTEIN,3208,3208
Alpha-1b adrenergic receptor,SINGLE PROTEIN,827,827
Proteinase-activated receptor 1,SINGLE PROTEIN,2293,2293
Alpha-2a adrenergic receptor,SINGLE PROTEIN,3061,3061
Beta amyloid A4 protein,SINGLE PROTEIN,828,828
Adenosine A1 receptor,SINGLE PROTEIN,456,456
Adenosine A2a receptor,SINGLE PROTEIN,457,457
"AMP-activated protein kinase, alpha-2 subunit",SINGLE PROTEIN,458,458
Diamine oxidase,SINGLE PROTEIN,460,460
Diamine oxidase,SINGLE PROTEIN,2966,2966
Acetylcholinesterase,SINGLE PROTEIN,1521,1521
Acetylcholinesterase,SINGLE PROTEIN,1522,1522
Neuronal acetylcholine receptor subunit alpha-3,SINGLE PROTEIN,4,4
Neuronal acetylcholine receptor protein alpha-4 subunit,SINGLE PROTEIN,46,46
Cytochrome P450 11A1,SINGLE PROTEIN,3130,3130
Beta secretase 2,SINGLE PROTEIN,864,864
Beta-galactosidase,SINGLE PROTEIN,861,861
Beta-glucuronidase,SINGLE PROTEIN,3131,3131
Bradykinin B1 receptor,SINGLE PROTEIN,2930,2930
Sialidase 2,SINGLE PROTEIN,1523,1523
Bombesin receptor subtype-3,SINGLE PROTEIN,2399,2399
Neuropeptide FF receptor 2,SINGLE PROTEIN,1747,1747
Nicastrin ,SINGLE PROTEIN,1740,1740
Complement C1s,SINGLE PROTEIN,2234,2234
Neurokinin 1 receptor,SINGLE PROTEIN,2346,2346
Neurokinin 2 receptor,SINGLE PROTEIN,3132,3132
Muscarinic acetylcholine receptor M4,SINGLE PROTEIN,2888,2888
Muscarinic acetylcholine receptor M5,SINGLE PROTEIN,13,13
ADAM17,SINGLE PROTEIN,862,862
Alcohol dehydrogenase class IV ,SINGLE PROTEIN,2185,2185
Angiotensin II type 2 (AT-2) receptor,SINGLE PROTEIN,2924,2924
Alpha-galactosidase A,SINGLE PROTEIN,863,863
Aryl hydrocarbon receptor,SINGLE PROTEIN,1524,1524
Serine/threonine-protein kinase AKT2,SINGLE PROTEIN,772,772
Serine/threonine-protein kinase AKT3,SINGLE PROTEIN,3133,3133
Serum albumin,SINGLE PROTEIN,1574,1574
Serum albumin,SINGLE PROTEIN,3134,3134
Methionine aminopeptidase 1,SINGLE PROTEIN,865,865
Methionine aminopeptidase 2,SINGLE PROTEIN,2440,2440
Aminopeptidase B,SINGLE PROTEIN,773,773
Pancreatic alpha-amylase,SINGLE PROTEIN,385,385
Salivary alpha-amylase,SINGLE PROTEIN,819,819
Atrial natriuretic peptide receptor B,SINGLE PROTEIN,498,498
Monoamine oxidase A,SINGLE PROTEIN,1575,1575
G-protein coupled receptor kinase 2,SINGLE PROTEIN,2398,2398
Cerebroside-sulfatase,SINGLE PROTEIN,534,534
N-acetylgalactosamine-4-sulfatase,SINGLE PROTEIN,5784,5784
Arylamine N-acetyltransferase 2,SINGLE PROTEIN,535,535
Spermidine/spermine N(1)-acetyltransferase 1,SINGLE PROTEIN,3091,3091
Activating transcription factor 1,SINGLE PROTEIN,1576,1576
Potassium-transporting ATPase beta chain,SINGLE PROTEIN,3087,3087
Tyrosine aminotransferase,SINGLE PROTEIN,1370,1370
Beta-1 adrenergic receptor,SINGLE PROTEIN,1573,1573
Prohormone convertase 2,SINGLE PROTEIN,774,774
AICAR transformylase,SINGLE PROTEIN,857,857
Beta-glucocerebrosidase,SINGLE PROTEIN,520,520
Neutral alpha-glucosidase AB,SINGLE PROTEIN,858,858
Neutral alpha-glucosidase C ,SINGLE PROTEIN,859,859
Neuraminidase,SINGLE PROTEIN,1700,1700
Microbial collagenase,SINGLE PROTEIN,1132,1132
Cytochrome P450 51,SINGLE PROTEIN,3294,3294
Geranylgeranyl transferase type I beta subunit,SINGLE PROTEIN,2454,2454
Cytochrome P450 4F2,SINGLE PROTEIN,1702,1702
Phenylalanine-4-hydroxylase,SINGLE PROTEIN,1403,1403
Phenylalanine-4-hydroxylase,SINGLE PROTEIN,1404,1404
Thrombin,SINGLE PROTEIN,1405,1405
Thiamine transporter 1,SINGLE PROTEIN,1406,1406
Tissue inhibitor of metalloproteinases-3,SINGLE PROTEIN,2202,2202
Inhibitor of nuclear factor kappa B kinase alpha subunit,SINGLE PROTEIN,1797,1797
Inhibitor of nuclear factor kappa B kinase beta subunit,SINGLE PROTEIN,321,321
Chitinase 1,SINGLE PROTEIN,1407,1407
Protein-tyrosine phosphatase G1,SINGLE PROTEIN,5786,5786
DNA polymerase III,SINGLE PROTEIN,2217,2217
Cytochrome P450 11B2,SINGLE PROTEIN,1558,1558
Carnitine palmitoyltransferase 1A,SINGLE PROTEIN,2175,2175
Carnitine palmitoyltransferase 2,SINGLE PROTEIN,1559,1559
Cytochrome P450 19A1,SINGLE PROTEIN,2176,2176
Liver glycogen phosphorylase,SINGLE PROTEIN,1560,1560
Brain glycogen phosphorylase,SINGLE PROTEIN,2173,2173
Transketolase,SINGLE PROTEIN,3296,3296
Interleukin-2 receptor beta chain,SINGLE PROTEIN,1597,1597
Interleukin-8 receptor B,SINGLE PROTEIN,775,775
Fucosyltransferase 9,SINGLE PROTEIN,3297,3297
Uracil-DNA glycosylase,SINGLE PROTEIN,1598,1598
Death-associated protein kinase 2,SINGLE PROTEIN,1449,1449
Lysosomal phospholipase A2,SINGLE PROTEIN,3298,3298
Serine/threonine-protein kinase Aurora-B,SINGLE PROTEIN,526,526
Ribosomal protein S6 kinase alpha 4,SINGLE PROTEIN,1451,1451
Deoxynucleoside kinase,SINGLE PROTEIN,3076,3076
C3a anaphylatoxin chemotactic receptor,SINGLE PROTEIN,3077,3077
Tubulin beta-5 chain,SINGLE PROTEIN,3737,3737
Inosine-5'-monophosphate dehydrogenase,SINGLE PROTEIN,1947,1947
Thymidine phosphorylase,SINGLE PROTEIN,2042,2042
Thymidylate synthase,SINGLE PROTEIN,893,893
Porphobilinogen synthase,SINGLE PROTEIN,1452,1452
Corticotropin releasing factor receptor 1,SINGLE PROTEIN,2967,2967
Corticotropin releasing factor receptor 2,SINGLE PROTEIN,2388,2388
Phospholipase C-delta-1,SINGLE PROTEIN,2043,2043
Insulin receptor,SINGLE PROTEIN,1511,1511
HLA class I histocompatibility antigen A-3,SINGLE PROTEIN,969,969
Low affinity neurotrophin receptor p75NTR,SINGLE PROTEIN,3078,3078
Tumor necrosis factor receptor R1,SINGLE PROTEIN,1701,1701
Lysophosphatidic acid receptor Edg-2,SINGLE PROTEIN,2137,2137
Sphingosine 1-phosphate receptor Edg-6,SINGLE PROTEIN,1552,1552
Protein tyrosine phosphatase receptor type C-associated protein,SINGLE PROTEIN,3124,3124
Rho-associated protein kinase 1 ,SINGLE PROTEIN,1553,1553
Phospholipase A2 (Bee),SINGLE PROTEIN,3125,3125
Lysophosphatidic acid receptor Edg-4,SINGLE PROTEIN,2040,2040
Voltage-gated L-type calcium channel alpha-1S subunit,SINGLE PROTEIN,2123,2123
Acetylcholine receptor protein alpha chain,SINGLE PROTEIN,2,2
Prostatic acid phosphatase ,SINGLE PROTEIN,4998,4998
Tryptophan 5-monooxygenase 1,SINGLE PROTEIN,3126,3126
Trehalase,SINGLE PROTEIN,1414,1414
Terminal deoxynucleotidyltransferase,SINGLE PROTEIN,3127,3127
Uridine phosphorylase 1,SINGLE PROTEIN,3128,3128
Kallikrein 8,SINGLE PROTEIN,3129,3129
Serine/threonine-protein kinase PIM1 ,SINGLE PROTEIN,489,489
Peripheral-type benzodiazepine receptor,SINGLE PROTEIN,2869,2869
Protein kinase N2,SINGLE PROTEIN,4957,4957
Tyrosine-protein kinase CSK,SINGLE PROTEIN,970,970
Phospholipase D1,SINGLE PROTEIN,875,875
Tyrosine-protein kinase JAK3,SINGLE PROTEIN,490,490
Ribosomal protein S6 kinase alpha 5,SINGLE PROTEIN,2556,2556
Phenylalanyl-tRNA synthetase mitochondrial,SINGLE PROTEIN,850,850
Kallikrein 13,SINGLE PROTEIN,3179,3179
Kallikrein 14,SINGLE PROTEIN,977,977
"Myosin light chain kinase, smooth muscle",SINGLE PROTEIN,1390,1390
Hypoxia-inducible factor prolyl hydroxylase 1,SINGLE PROTEIN,1356,1356
Adenylate cyclase type V,SINGLE PROTEIN,1209,1209
"Inositol 1,4,5-trisphosphate receptor type 3",SINGLE PROTEIN,1176,1176
Serotransferrin,SINGLE PROTEIN,3181,3181
Leukotriene B4 receptor 2,SINGLE PROTEIN,1515,1515
Histone deacetylase 8,SINGLE PROTEIN,1516,1516
Glutathione S-transferase A3,SINGLE PROTEIN,3182,3182
Purinergic receptor P2Y11,SINGLE PROTEIN,3183,3183
Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,1177,1177
Aminopeptidase A,SINGLE PROTEIN,3184,3184
Dipeptidyl peptidase IV,SINGLE PROTEIN,897,897
Protein kinase C delta,SINGLE PROTEIN,898,898
Protein kinase C delta,SINGLE PROTEIN,1950,1950
Protein kinase C epsilon,SINGLE PROTEIN,1902,1902
Protein kinase C epsilon,SINGLE PROTEIN,1746,1746
Protein kinase C gamma,SINGLE PROTEIN,1268,1268
Poly [ADP-ribose] polymerase-2,SINGLE PROTEIN,1124,1124
Protein kinase C nu,SINGLE PROTEIN,930,930
Progesterone receptor,SINGLE PROTEIN,931,931
Prion protein,SINGLE PROTEIN,3185,3185
Lactotransferrin,SINGLE PROTEIN,1126,1126
Thyrotropin-releasing hormone receptor,SINGLE PROTEIN,2870,2870
"Potassium channel, inwardly rectifying, subfamily J, member 8",SINGLE PROTEIN,3086,3086
Integrin alpha-4,SINGLE PROTEIN,21,21
Tubulin beta-3 chain,SINGLE PROTEIN,932,932
Adenylate cyclase type IX,SINGLE PROTEIN,992,992
Pyruvate dehydrogenase kinase isoform 2,SINGLE PROTEIN,2179,2179
Sphingosine kinase 2,SINGLE PROTEIN,1351,1351
Protein kinase C iota,SINGLE PROTEIN,933,933
Protein kinase C mu,SINGLE PROTEIN,2181,2181
Serine/threonine-protein kinase RAF,SINGLE PROTEIN,219,219
Tyrosine-protein kinase SYK,SINGLE PROTEIN,934,934
Serine/threonine-protein kinase PLK1,SINGLE PROTEIN,1352,1352
Plasminogen,SINGLE PROTEIN,1288,1288
Beta-chymotrypsin,SINGLE PROTEIN,3113,3113
Chymotrypsin-like protease CTRL-1,SINGLE PROTEIN,3189,3189
Phenylethanolamine N-methyltransferase,SINGLE PROTEIN,2934,2934
Phenylethanolamine N-methyltransferase,SINGLE PROTEIN,3190,3190
Adenylosuccinate synthetase 2 ,SINGLE PROTEIN,3191,3191
Adenylate cyclase type II,SINGLE PROTEIN,1289,1289
Integrin beta-7,SINGLE PROTEIN,1310,1310
Tyrosine-protein kinase ITK/TSK ,SINGLE PROTEIN,1290,1290
Tyrosine-protein kinase JAK1 ,SINGLE PROTEIN,1164,1164
Tyrosine-protein kinase JAK1 ,SINGLE PROTEIN,1299,1299
Kynureninase,SINGLE PROTEIN,3406,3406
Carboxypeptidase B,SINGLE PROTEIN,891,891
Urotensin II receptor,SINGLE PROTEIN,2081,2081
Urotensin II receptor,SINGLE PROTEIN,3234,3234
Ribosomal protein S6 kinase alpha 1,SINGLE PROTEIN,4997,4997
Vasopressin V2 receptor,SINGLE PROTEIN,2083,2083
LDL receptor,SINGLE PROTEIN,1631,1631
Selectin E,SINGLE PROTEIN,892,892
Tyrosine-protein kinase JAK2,SINGLE PROTEIN,1302,1302
Ribosomal protein S6 kinase alpha 6,SINGLE PROTEIN,3237,3237
Adenylate kinase 1,SINGLE PROTEIN,3238,3238
Adenylate kinase 4,SINGLE PROTEIN,3239,3239
Histone deacetylase 10,SINGLE PROTEIN,3409,3409
Multidrug resistance-associated protein 1,SINGLE PROTEIN,871,871
Vesicular acetylcholine transporter,SINGLE PROTEIN,467,467
Leukotriene B4 receptor 1,SINGLE PROTEIN,468,468
Sphingosine 1-phosphate receptor Edg-3 ,SINGLE PROTEIN,2212,2212
P-selectin,SINGLE PROTEIN,796,796
Vacuolar ATP synthase subunit S1 ,SINGLE PROTEIN,3107,3107
Hepatic lipase,SINGLE PROTEIN,469,469
Human papillomavirus regulatory protein E2,SINGLE PROTEIN,2974,2974
Luteinizing hormone/Choriogonadotropin receptor,SINGLE PROTEIN,797,797
"Arachidonate 15-lipoxygenase, type II",SINGLE PROTEIN,798,798
Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,470,470
Peroxisome proliferator-activated receptor alpha,SINGLE PROTEIN,471,471
Peroxisome proliferator-activated receptor delta,SINGLE PROTEIN,799,799
